filepath,size_MB,resolution,num_frames,class,label_content,type,split
train/hammer curl/hammer_curl_31.webm,0.17,898x506,163,hammer curl,frame_000000 frame_000162,video,train
train/hammer curl/hammer_curl_33.webm,1.87,596x336,396,hammer curl,frame_000000 frame_000395,video,train
train/hammer curl/hammer_curl_37.mp4,1.59,540x1080,231,hammer curl,frame_000000 frame_000230,video,train
train/hammer curl/hammer_curl_39.mp4,0.84,608x1080,331,hammer curl,frame_000000 frame_000304,video,train
train/hammer curl/hammer_curl_40.mp4,2.17,202x360,1796,hammer curl,frame_000000 frame_001795,video,train
train/hammer curl/hammer_curl_41.mp4,0.98,360x640,451,hammer curl,frame_000074 frame_000450,video,train
train/hammer curl/hammer_curl_43.mp4,0.66,360x640,314,hammer curl,frame_000058 frame_000162; frame_000163 frame_000195; frame_000196 frame_000313,video,train
train/hammer curl/hammer_curl_45.mp4,1.21,480x360,600,hammer curl,frame_000061 frame_000599,video,train
train/hammer curl/hammer_curl_46.mp4,0.73,360x640,216,hammer curl,frame_000000 frame_000215,video,train
train/hammer curl/hammer_curl_47.mp4,3.98,360x640,1177,hammer curl,frame_000340 frame_001000,video,train
train/hammer curl/hammer_curl_48.mp4,1.33,360x640,560,hammer curl,frame_000000 frame_000176; frame_000444 frame_000559,video,train
train/hip thrust/hip thrust_1.MOV,34.69,1920x1440,425,hip thrust,frame_000000 frame_000410,video,train
train/hip thrust/hip thrust_11.mp4,2.14,1280x720,105,hip thrust,frame_000002 frame_000104,video,train
train/hip thrust/hip thrust_12.mp4,5.72,1280x720,267,hip thrust,frame_000099 frame_000266,video,train
train/hip thrust/hip thrust_13.mp4,2.54,1280x720,144,hip thrust,frame_000000 frame_000143,video,train
train/hip thrust/hip thrust_14.mp4,7.7,1280x720,363,hip thrust,frame_000000 frame_000362,video,train
train/hip thrust/hip thrust_15.mp4,12.08,1280x720,540,hip thrust,frame_000000 frame_000539,video,train
train/hip thrust/hip thrust_3.MOV,39.03,1920x1440,479,hip thrust,frame_000000 frame_000454,video,train
train/hip thrust/hip thrust_4.MOV,44.95,1920x1440,549,hip thrust,frame_000000 frame_000546,video,train
train/hip thrust/hip thrust_5.mp4,21.92,1280x720,1012,hip thrust,frame_000024 frame_000135; frame_000504 frame_000562; frame_000563 frame_000759; frame_000788 frame_000904; frame_000905 frame_001011,video,train
train/hip thrust/hip thrust_9.mp4,8.91,1280x720,389,hip thrust,frame_000000 frame_000388,video,train
train/hip thrust/hip_thrust_19.webm,0.48,898x506,436,hip thrust,frame_000000 frame_000435,video,train
train/hip thrust/hip_thrust_23.webm,3.32,596x336,761,hip thrust,frame_000000 frame_000760,video,train
train/hip thrust/hip_thrust_24.webm,1.04,504x900,976,hip thrust,frame_000000 frame_000975,video,train
train/hip thrust/hip_thrust_27.mp4,1.94,480x854,403,hip thrust,frame_000061 frame_000290,video,train
train/hip thrust/hip_thrust_29.mp4,2.24,854x480,907,hip thrust,frame_000000 frame_000669,video,train
train/hip thrust/hip_thrust_30.mp4,1.27,360x640,500,hip thrust,frame_000000 frame_000499,video,train
train/hip thrust/hip_thrust_31.mp4,1.23,854x480,476,hip thrust,frame_000076 frame_000399,video,train
train/hip thrust/hip_thrust_32.mp4,1.59,1080x608,120,hip thrust,frame_000000 frame_000119,video,train
train/hip thrust/hip_thrust_33.mp4,3.09,480x854,652,hip thrust,frame_000000 frame_000651,video,train
train/hip thrust/hip_thrust_34.mp4,4.93,480x360,3453,hip thrust,frame_000161 frame_002500,video,train
train/hip thrust/hip_thrust_35.mp4,5.33,640x360,3299,hip thrust,frame_001501 frame_002620,video,train
train/incline bench press/incline bench press_1.mp4,0.49,1920x1080,120,incline bench press,frame_000000 frame_000119,video,train
train/incline bench press/incline bench press_10.mp4,0.27,1920x1080,65,incline bench press,frame_000000 frame_000064,video,train
train/incline bench press/incline bench press_11.mp4,0.22,1920x1080,52,incline bench press,frame_000000 frame_000051,video,train
train/incline bench press/incline bench press_12.mp4,0.27,1920x1080,65,incline bench press,frame_000000 frame_000064,video,train
train/incline bench press/incline bench press_13.mp4,0.23,1920x1080,47,incline bench press,frame_000000 frame_000046,video,train
train/incline bench press/incline bench press_14.mp4,0.31,1920x1080,74,incline bench press,frame_000000 frame_000073,video,train
train/incline bench press/incline bench press_19.mp4,0.35,1920x1080,85,incline bench press,frame_000000 frame_000084,video,train
train/incline bench press/incline bench press_2.mp4,0.26,1920x1080,62,incline bench press,frame_000000 frame_000061,video,train
train/incline bench press/incline bench press_20.mp4,0.38,1920x1080,93,incline bench press,frame_000000 frame_000092,video,train
train/incline bench press/incline bench press_22.mp4,0.3,1920x1080,72,incline bench press,frame_000000 frame_000071,video,train
train/incline bench press/incline bench press_23.mp4,0.41,1920x1080,99,incline bench press,frame_000000 frame_000098,video,train
train/incline bench press/incline bench press_27.mp4,19.34,1280x720,747,incline bench press,frame_000000 frame_000746,video,train
train/incline bench press/incline bench press_28.mp4,19.95,1280x720,792,incline bench press,frame_000000 frame_000791,video,train
train/incline bench press/incline bench press_3.mp4,0.19,1920x1080,46,incline bench press,frame_000000 frame_000045,video,train
train/incline bench press/incline bench press_30.mp4,23.26,1280x720,887,incline bench press,frame_000000 frame_000886,video,train
train/incline bench press/incline bench press_31.mp4,18.41,1280x720,725,incline bench press,frame_000000 frame_000724,video,train
train/incline bench press/incline bench press_32.mp4,24.12,1280x720,937,incline bench press,frame_000000 frame_000936,video,train
train/incline bench press/incline bench press_33.mp4,2.11,1280x720,72,incline bench press,frame_000000 frame_000071,video,train
train/incline bench press/incline bench press_7.mp4,0.2,1920x1080,40,incline bench press,frame_000000 frame_000039,video,train
train/incline bench press/incline_bench_press_34.mp4,32.17,720x1280,991,incline bench press,frame_000000 frame_000990,video,train
train/incline bench press/incline_bench_press_37.mp4,21.61,720x1280,655,incline bench press,frame_000000 frame_000654,video,train
train/incline bench press/incline_bench_press_39.mp4,20.62,720x1280,628,incline bench press,frame_000000 frame_000627,video,train
train/incline bench press/incline_bench_press_40.mp4,20.42,720x1280,623,incline bench press,frame_000000 frame_000622,video,train
train/incline bench press/incline_bench_press_41.mp4,21.12,720x1280,639,incline bench press,frame_000000 frame_000638,video,train
train/incline bench press/incline_bench_press_42.webm,1.72,898x506,908,incline bench press,frame_000000 frame_000907,video,train
train/incline bench press/incline_bench_press_44.webm,0.53,898x506,341,incline bench press,frame_000000 frame_000340,video,train
train/incline bench press/incline_bench_press_46.webm,0.74,596x336,356,incline bench press,frame_000000 frame_000355,video,train
train/incline bench press/incline_bench_press_48.webm,1.47,600x316,352,incline bench press,frame_000000 frame_000351,video,train
train/lat pulldown/lat pulldown_1.mp4,0.41,1920x1080,101,lat pulldown,frame_000000 frame_000100,video,train
train/lat pulldown/lat pulldown_11.mp4,0.25,1920x1080,61,lat pulldown,frame_000000 frame_000060,video,train
train/lat pulldown/lat pulldown_12.mp4,0.65,1920x1080,160,lat pulldown,frame_000000 frame_000159,video,train
train/lat pulldown/lat pulldown_13.mp4,0.16,1920x1080,38,lat pulldown,frame_000000 frame_000037,video,train
train/lat pulldown/lat pulldown_16.mp4,0.42,1920x1080,101,lat pulldown,frame_000000 frame_000100,video,train
train/lat pulldown/lat pulldown_17.mp4,0.3,1920x1080,70,lat pulldown,frame_000000 frame_000069,video,train
train/lat pulldown/lat pulldown_20.mp4,0.31,1920x1080,74,lat pulldown,frame_000000 frame_000073,video,train
train/lat pulldown/lat pulldown_22.mp4,0.29,1920x1080,72,lat pulldown,frame_000000 frame_000071,video,train
train/lat pulldown/lat pulldown_24.mp4,0.3,1920x1080,74,lat pulldown,frame_000000 frame_000073,video,train
train/lat pulldown/lat pulldown_26.mp4,4.16,1280x720,158,lat pulldown,frame_000000 frame_000157,video,train
train/lat pulldown/lat pulldown_27.mp4,9.61,1280x720,350,lat pulldown,frame_000000 frame_000349,video,train
train/lat pulldown/lat pulldown_28.mp4,2.7,1280x720,97,lat pulldown,frame_000000 frame_000096,video,train
train/lat pulldown/lat pulldown_30.mp4,5.62,1280x720,263,lat pulldown,frame_000000 frame_000262,video,train
train/lat pulldown/lat pulldown_31.mp4,3.21,1280x720,134,lat pulldown,frame_000000 frame_000133,video,train
train/lat pulldown/lat pulldown_32.mp4,3.22,1280x720,106,lat pulldown,frame_000000 frame_000105,video,train
train/lat pulldown/lat pulldown_34.mp4,1.62,1280x720,79,lat pulldown,frame_000000 frame_000078,video,train
train/lat pulldown/lat pulldown_35.mp4,1.84,1280x720,62,lat pulldown,frame_000000 frame_000061,video,train
train/lat pulldown/lat pulldown_36.mp4,2.33,1280x720,79,lat pulldown,frame_000000 frame_000078,video,train
train/lat pulldown/lat pulldown_37.mp4,3.08,1280x720,103,lat pulldown,frame_000000 frame_000102,video,train
train/lat pulldown/lat pulldown_38.mp4,2.68,1280x720,96,lat pulldown,frame_000000 frame_000095,video,train
train/lat pulldown/lat pulldown_39.mp4,1.98,1280x720,69,lat pulldown,frame_000000 frame_000068,video,train
train/lat pulldown/lat pulldown_4.mp4,0.27,1920x1080,65,lat pulldown,frame_000000 frame_000064,video,train
train/lat pulldown/lat pulldown_40.mp4,6.82,1280x720,240,lat pulldown,frame_000000 frame_000239,video,train
train/lat pulldown/lat pulldown_42.mp4,3.49,1280x720,149,lat pulldown,frame_000000 frame_000148,video,train
train/lat pulldown/lat pulldown_43.mp4,3.43,1280x720,153,lat pulldown,frame_000000 frame_000152,video,train
train/lat pulldown/lat pulldown_44.mp4,2.64,1280x720,117,lat pulldown,frame_000002 frame_000116,video,train
train/lat pulldown/lat pulldown_46.mp4,7.21,1280x720,305,lat pulldown,frame_000000 frame_000304,video,train
train/lat pulldown/lat pulldown_47.mp4,2.01,1280x720,87,lat pulldown,frame_000000 frame_000086,video,train
train/lat pulldown/lat pulldown_5.mp4,0.28,1920x1080,68,lat pulldown,frame_000000 frame_000067,video,train
train/lat pulldown/lat pulldown_9.mp4,0.42,1920x1080,103,lat pulldown,frame_000000 frame_000102,video,train
train/lat pulldown/lat_pulldown_52.mp4,35.08,720x1280,1067,lat pulldown,frame_000000 frame_001066,video,train
train/lat pulldown/lat_pulldown_54.mp4,21.39,720x1280,649,lat pulldown,frame_000000 frame_000648,video,train
train/lat pulldown/lat_pulldown_55.mp4,22.43,720x1280,684,lat pulldown,frame_000000 frame_000693,video,train
train/lat pulldown/lat_pulldown_56.mp4,20.92,720x1280,643,lat pulldown,frame_000000 frame_000642,video,train
train/lat pulldown/lat_pulldown_57.mp4,21.34,720x1280,650,lat pulldown,frame_000000 frame_000649,video,train
train/lat pulldown/lat_pulldown_60.webm,2.2,596x336,503,lat pulldown,frame_000000 frame_000502,video,train
train/lat pulldown/lat_pulldown_61.webm,1.57,596x336,409,lat pulldown,frame_000000 frame_000408,video,train
train/lat pulldown/lat_pulldown_63.webm,0.69,898x506,924,lat pulldown,frame_000001 frame_000923,video,train
train/lat pulldown/lat_pulldown_64.webm,0.5,898x506,790,lat pulldown,frame_000000 frame_000789,video,train
train/leg extension/leg extension_1.MOV,28.64,1920x1080,410,leg extension,frame_000271 frame_000409,video,train
train/leg extension/leg extension_10.mp4,4.69,1280x720,171,leg extension,frame_000002 frame_000170,video,train
train/leg extension/leg extension_12.mp4,2.87,1280x720,101,leg extension,frame_000000 frame_000100,video,train
train/leg extension/leg extension_13.mp4,2.85,1280x720,151,leg extension,frame_000000 frame_000150,video,train
train/leg extension/leg extension_15.mp4,4.35,1280x720,171,leg extension,frame_000000 frame_000170,video,train
train/leg extension/leg extension_17.mp4,2.81,1280x720,258,leg extension,frame_000000 frame_000240,video,train
train/leg extension/leg extension_18.mp4,10.94,1280x720,495,leg extension,frame_000000 frame_000494,video,train
train/leg extension/leg extension_2.MOV,20.15,1920x1080,289,leg extension,frame_000000 frame_000288,video,train
train/leg extension/leg extension_20.mp4,8.34,1280x720,372,leg extension,frame_000000 frame_000371,video,train
train/leg extension/leg extension_22.mp4,4.26,1280x720,186,leg extension,frame_000000 frame_000185,video,train
train/leg extension/leg extension_23.mp4,3.92,1280x720,177,leg extension,frame_000000 frame_000176,video,train
train/leg extension/leg extension_24.mp4,5.04,1280x720,219,leg extension,frame_000000 frame_000218,video,train
train/leg extension/leg extension_25.mp4,4.79,1280x720,207,leg extension,frame_000000 frame_000206,video,train
train/leg extension/leg extension_4.MOV,26.01,1920x1080,371,leg extension,frame_000000 frame_000370,video,train
train/leg extension/leg extension_7.mp4,1.85,1280x720,74,leg extension,frame_000000 frame_000073,video,train
train/leg extension/leg extension_8.mp4,4.08,1280x720,161,leg extension,frame_000000 frame_000160,video,train
train/leg extension/leg_extension_26.mp4,28.19,720x1280,891,leg extension,frame_000000 frame_000890,video,train
train/leg extension/leg_extension_28.mp4,20.33,720x1280,622,leg extension,frame_000000 frame_000621,video,train
train/leg extension/leg_extension_32.mp4,20.99,720x1280,646,leg extension,frame_000000 frame_000645,video,train
train/leg extension/leg_extension_34.webm,1.72,898x506,978,leg extension,frame_000000 frame_000977,video,train
train/leg extension/leg_extension_35.webm,1.01,898x506,269,leg extension,frame_000000 frame_000268,video,train
train/leg extension/leg_extension_36.webm,0.48,504x900,282,leg extension,frame_000000 frame_000281,video,train
train/leg extension/leg_extension_37.webm,0.52,504x900,298,leg extension,frame_000000 frame_000297,video,train
train/leg extension/leg_extension_41.mp4,1.38,854x480,337,leg extension,frame_000000 frame_000336,video,train
train/leg extension/leg_extension_43.mp4,1.48,854x480,258,leg extension,frame_000000 frame_000250,video,train
train/leg extension/leg_extension_44.mp4,5.57,640x360,3578,leg extension,frame_002770 frame_003380,video,train
train/leg extension/leg_extension_45.mp4,2.66,480x854,746,leg extension,frame_000000 frame_000072; frame_000126 frame_000163; frame_000209 frame_000237; frame_000472 frame_000591; frame_000666 frame_000745,video,train
train/leg raises/leg raises_1.MOV,28.71,1920x1080,410,leg raises,frame_000000 frame_000107,video,train
train/leg raises/leg raises_10.mp4,3.08,1280x720,187,leg raises,frame_000000 frame_000186,video,train
train/leg raises/leg raises_11.mp4,4.76,1280x720,248,leg raises,frame_000000 frame_000247,video,train
train/leg raises/leg raises_14.mp4,5.29,1280x720,295,leg raises,frame_000000 frame_000294,video,train
train/leg raises/leg raises_15.mp4,2.76,1280x720,150,leg raises,frame_000000 frame_000149,video,train
train/leg raises/leg raises_17.mp4,8.9,1280x720,325,leg raises,frame_000000 frame_000324,video,train
train/leg raises/leg raises_18.mp4,4.08,1280x720,144,leg raises,frame_000000 frame_000143,video,train
train/leg raises/leg raises_19.mp4,3.04,1280x720,212,leg raises,frame_000000 frame_000211,video,train
train/leg raises/leg raises_20.mp4,1.93,1280x720,67,leg raises,frame_000000 frame_000066,video,train
train/leg raises/leg raises_21.mp4,1.78,1280x720,60,leg raises,frame_000000 frame_000059,video,train
train/leg raises/leg raises_4.MOV,15.69,1920x1080,225,leg raises,frame_000000 frame_000224,video,train
train/leg raises/leg raises_7.mp4,7.94,1280x720,354,leg raises,frame_000000 frame_000353,video,train
train/leg raises/leg raises_8.mp4,6.76,1280x720,340,leg raises,frame_000000 frame_000339,video,train
train/leg raises/leg raises_9.mp4,4.19,1280x720,211,leg raises,frame_000002 frame_000210,video,train
train/leg raises/leg_raises_23.mp4,26.05,720x1280,780,leg raises,frame_000000 frame_000779,video,train
train/leg raises/leg_raises_24.mp4,20.32,720x1280,615,leg raises,frame_000000 frame_000614,video,train
train/leg raises/leg_raises_25.mp4,20.69,720x1280,627,leg raises,frame_000000 frame_000626,video,train
train/leg raises/leg_raises_26.mp4,20.83,720x1280,633,leg raises,frame_000000 frame_000632,video,train
train/leg raises/leg_raises_29.mp4,20.95,720x1280,631,leg raises,frame_000000 frame_000630,video,train
train/leg raises/leg_raises_33.webm,0.42,898x506,582,leg raises,frame_000000 frame_000581,video,train
train/leg raises/leg_raises_35.webm,1.1,900x474,544,leg raises,frame_000000 frame_000543,video,train
train/plank/plank_2.mp4,6.84,1280x720,333,plank,frame_000000 frame_000332,video,train
train/plank/plank_4.mp4,1.28,1280x720,117,plank,frame_000000 frame_000116,video,train
train/plank/plank_5.mp4,9.88,1280x720,752,plank,frame_000000 frame_000751,video,train
train/plank/plank_7.mp4,55.59,640x360,6840,plank,frame_000000 frame_006839,video,train
train/pull Up/pull up_1.mp4,16.07,1920x1080,526,pull Up,frame_000070 frame_000525,video,train
train/pull Up/pull up_11.mp4,1.78,1280x720,220,pull Up,frame_000000 frame_000219,video,train
train/pull Up/pull up_12.mp4,4.22,1280x720,195,pull Up,frame_000000 frame_000194,video,train
train/pull Up/pull up_16.mp4,1.71,1280x720,58,pull Up,frame_000000 frame_000057,video,train
train/pull Up/pull up_2.mp4,14.22,1920x1080,434,pull Up,frame_000040 frame_000391,video,train
train/pull Up/pull up_20.mp4,5.45,1280x720,243,pull Up,frame_000000 frame_000242,video,train
train/pull Up/pull up_23.mp4,2.54,1280x720,126,pull Up,frame_000000 frame_000125,video,train
train/pull Up/pull up_24.mp4,2.16,1280x720,93,pull Up,frame_000000 frame_000092,video,train
train/pull Up/pull up_26.mp4,1.59,1280x720,90,pull Up,frame_000000 frame_000089,video,train
train/pull Up/pull up_3.mp4,23.24,1920x1080,1132,pull Up,frame_000061 frame_001095,video,train
train/pull Up/pull up_5.mp4,1.43,1280x720,145,pull Up,frame_000000 frame_000144,video,train
train/pull Up/pull up_6.mp4,2.87,1280x720,308,pull Up,frame_000000 frame_000307,video,train
train/pull Up/pull up_7.mp4,2.11,1280x720,270,pull Up,frame_000000 frame_000269,video,train
train/pull Up/pull up_9.mp4,2.63,1280x720,365,pull Up,frame_000000 frame_000364,video,train
train/pull Up/pull_Up_27.webm,2.45,596x336,539,pull Up,frame_000000 frame_000390,video,train
train/pull Up/pull_Up_29.webm,1.84,596x336,426,pull Up,frame_000000 frame_000425,video,train
train/pull Up/pull_Up_30.webm,1.64,596x336,395,pull Up,frame_000000 frame_000370,video,train
train/pull Up/pull_Up_31.webm,3.55,600x316,812,pull Up,frame_000000 frame_000811,video,train
train/pull Up/pull_up_10.mp4,14.18,720x1280,422,pull Up,frame_000000 frame_000421,video,train
train/pull Up/pull_up_11.mp4,12.14,720x1280,366,pull Up,frame_000000 frame_000365,video,train
train/pull Up/pull_up_12.mp4,16.45,720x1280,498,pull Up,frame_000000 frame_000497,video,train
train/pull Up/pull_up_2.mp4,13.31,720x1280,404,pull Up,frame_000000 frame_000403,video,train
train/pull Up/pull_up_6.mp4,14.21,720x1280,416,pull Up,frame_000000 frame_000415,video,train
train/pull Up/pull_up_7.mp4,15.84,720x1280,482,pull Up,frame_000000 frame_000481,video,train
train/pull Up/pull_up_9.mp4,13.4,720x1280,401,pull Up,frame_000000 frame_000400,video,train
train/romanian deadlift/romanian deadlift_1.mov,29.23,1920x1440,360,romanian deadlift,frame_000000 frame_000346,video,train
train/romanian deadlift/romanian deadlift_10.mp4,3.58,1280x720,140,romanian deadlift,frame_000000 frame_000139,video,train
train/romanian deadlift/romanian deadlift_11.mp4,2.18,1280x720,102,romanian deadlift,frame_000000 frame_000101,video,train
train/romanian deadlift/romanian deadlift_13.mp4,7.95,1280x720,290,romanian deadlift,frame_000000 frame_000289,video,train
train/romanian deadlift/romanian deadlift_2.MOV,40.59,1920x1440,498,romanian deadlift,frame_000000 frame_000490,video,train
train/romanian deadlift/romanian deadlift_3.mov,33.94,1920x1440,416,romanian deadlift,frame_000000 frame_000395,video,train
train/romanian deadlift/romanian deadlift_6.mp4,2.2,1280x720,88,romanian deadlift,frame_000000 frame_000087,video,train
train/romanian deadlift/romanian deadlift_8.mp4,70.63,1280x720,2558,romanian deadlift,frame_000000 frame_000150; frame_000219 frame_002048; frame_002291 frame_002480,video,train
train/romanian deadlift/romanian deadlift_9.mp4,17.48,1280x720,618,romanian deadlift,frame_000002 frame_000617,video,train
train/romanian deadlift/romanian_deadlift_16.mp4,26.52,720x1280,797,romanian deadlift,frame_000000 frame_000796,video,train
train/romanian deadlift/romanian_deadlift_17.mp4,21.17,720x1280,647,romanian deadlift,frame_000000 frame_000646,video,train
train/romanian deadlift/romanian_deadlift_18.mp4,20.88,720x1280,632,romanian deadlift,frame_000000 frame_000149,video,train
train/romanian deadlift/romanian_deadlift_19.mp4,21.77,720x1280,667,romanian deadlift,frame_000000 frame_000666,video,train
train/romanian deadlift/romanian_deadlift_24.webm,2.74,596x336,605,romanian deadlift,frame_000000 frame_000604,video,train
train/romanian deadlift/romanian_deadlift_26.webm,0.91,898x506,374,romanian deadlift,frame_000000 frame_000373,video,train
train/romanian deadlift/romanian_deadlift_28.webm,0.23,898x506,274,romanian deadlift,frame_000000 frame_000273,video,train
train/russian twist/russian twist_10.mp4,1.34,1280x720,138,russian twist,frame_000000 frame_000137,video,train
train/russian twist/russian twist_12.mp4,1.08,1280x720,146,russian twist,frame_000000 frame_000145,video,train
train/russian twist/russian twist_13.mp4,1.54,1280x720,225,russian twist,frame_000000 frame_000224,video,train
train/russian twist/russian twist_2.mp4,2.76,1280x720,208,russian twist,frame_000000 frame_000207,video,train
train/russian twist/russian twist_3.mp4,3.03,1280x720,214,russian twist,frame_000000 frame_000213,video,train
train/russian twist/russian twist_5.mp4,14.53,1280x720,1445,russian twist,frame_000000 frame_001444,video,train
train/russian twist/russian twist_6.mp4,10.14,1280x714,526,russian twist,frame_000000 frame_000525,video,train
train/russian twist/russian twist_9.mp4,3.71,1280x720,244,russian twist,frame_000000 frame_000243,video,train
train/russian twist/russian_twist_15.webm,0.21,900x474,127,russian twist,frame_000000 frame_000126,video,train
train/russian twist/russian_twist_19.webm,1.12,900x474,288,russian twist,frame_000000 frame_000287,video,train
train/russian twist/russian_twist_20.webm,1.35,600x316,358,russian twist,frame_000000 frame_000357,video,train
train/russian twist/russian_twist_23.mp4,1.34,854x480,864,russian twist,frame_000050 frame_000700,video,train
train/russian twist/russian_twist_24.mp4,2.01,854x480,829,russian twist,frame_000050 frame_000216; frame_000217 frame_000415; frame_000416 frame_000538; frame_000539 frame_000667,video,train
train/russian twist/russian_twist_25.mp4,1.31,854x480,428,russian twist,frame_000070 frame_000360,video,train
train/russian twist/russian_twist_26.mp4,0.87,854x480,401,russian twist,frame_000107 frame_000335,video,train
train/russian twist/russian_twist_27.mp4,1.46,854x480,438,russian twist,frame_000075 frame_000437,video,train
train/russian twist/russian_twist_28.mp4,1.69,608x1080,307,russian twist,frame_000000 frame_000192; frame_000193 frame_000306,video,train
train/russian twist/russian_twist_30.mp4,1.13,854x480,358,russian twist,frame_000170 frame_000282,video,train
train/russian twist/russian_twist_33.mp4,0.34,640x360,164,russian twist,frame_000036 frame_000161,video,train
train/shoulder press/shoulder press_1.MOV,62.36,1920x1080,513,shoulder press,frame_000000 frame_000149,video,train
train/shoulder press/shoulder press_11.mp4,3.72,640x360,210,shoulder press,frame_000000 frame_000149,video,train
train/shoulder press/shoulder press_12.mp4,4.54,640x360,272,shoulder press,frame_000000 frame_000271,video,train
train/shoulder press/shoulder press_13.mp4,3.48,640x360,204,shoulder press,frame_000000 frame_000149,video,train
train/shoulder press/shoulder press_15.mp4,5.38,1280x720,288,shoulder press,frame_000000 frame_000287,video,train
train/shoulder press/shoulder press_16.mp4,6.97,1280x720,312,shoulder press,frame_000000 frame_000311,video,train
train/shoulder press/shoulder press_2.MOV,71.03,1920x1080,585,shoulder press,frame_000000 frame_000149,video,train
train/shoulder press/shoulder press_5.mp4,8.22,1280x720,292,shoulder press,frame_000000 frame_000149,video,train
train/shoulder press/shoulder press_7.mp4,7.14,1280x720,315,shoulder press,frame_000000 frame_000314,video,train
train/shoulder press/shoulder press_9.mp4,7.25,1280x720,270,shoulder press,frame_000000 frame_000269,video,train
train/shoulder press/shoulder_press_19.mp4,30.05,720x1280,911,shoulder press,frame_000000 frame_000910,video,train
train/shoulder press/shoulder_press_20.mp4,21.05,720x1280,639,shoulder press,frame_000000 frame_000638,video,train
train/shoulder press/shoulder_press_23.mp4,20.76,720x1280,625,shoulder press,frame_000000 frame_000624,video,train
train/shoulder press/shoulder_press_24.mp4,20.25,720x1280,618,shoulder press,frame_000000 frame_000617,video,train
train/shoulder press/shoulder_press_27.webm,2.43,596x336,531,shoulder press,frame_000000 frame_000530,video,train
train/shoulder press/shoulder_press_28.webm,0.54,898x506,480,shoulder press,frame_000000 frame_000479,video,train
train/shoulder press/shoulder_press_31.webm,0.4,504x900,282,shoulder press,frame_000000 frame_000281,video,train
train/shoulder press/shoulder_press_33.mp4,0.95,854x480,562,shoulder press,frame_000250 frame_000489,video,train
train/shoulder press/shoulder_press_35.mp4,3.35,854x480,976,shoulder press,frame_000590 frame_000973,video,train
train/shoulder press/shoulder_press_38.mp4,0.63,480x852,288,shoulder press,frame_000000 frame_000287,video,train
train/shoulder press/shoulder_press_39.mp4,3.27,480x854,1075,shoulder press,frame_000370 frame_001074,video,train
train/shoulder press/shoulder_press_40.mp4,1.73,1280x720,352,shoulder press,frame_000140 frame_000351,video,train
train/shoulder press/shoulder_press_41.mp4,2.41,480x854,527,shoulder press,frame_000000 frame_000526,video,train
train/shoulder press/shoulder_press_42.mp4,3.67,480x854,1247,shoulder press,frame_000516 frame_001246,video,train
train/shoulder press/shoulder_press_43.mp4,3.72,854x480,1184,shoulder press,frame_000821 frame_001052; frame_001053 frame_001172,video,train
train/shoulder press/shoulder_press_44.mp4,1.56,480x854,435,shoulder press,frame_000000 frame_000395,video,train
train/shoulder press/shoulder_press_45.mp4,6.9,608x1080,1641,shoulder press,frame_000601 frame_001550,video,train
train/squat/squat_1.MOV,61.52,1920x1080,587,squat,frame_000000 frame_000586,video,train
train/squat/squat_10.mp4,4.17,1280x720,175,squat,frame_000002 frame_000174,video,train
train/squat/squat_11.mp4,3.98,1280x720,144,squat,frame_000000 frame_000143,video,train
train/squat/squat_13.mp4,3.34,1280x720,130,squat,frame_000000 frame_000129,video,train
train/squat/squat_14.mp4,2.42,1280x720,101,squat,frame_000000 frame_000100,video,train
train/squat/squat_15.mp4,6.56,1280x720,280,squat,frame_000000 frame_000586,video,train
train/squat/squat_19.mp4,2.34,1280x720,143,squat,frame_000000 frame_000142,video,train
train/squat/squat_2.MOV,45.28,1920x1080,430,squat,frame_000000 frame_000429,video,train
train/squat/squat_20.mp4,5.6,1280x720,233,squat,frame_000000 frame_000232,video,train
train/squat/squat_21.mp4,7.73,1280x720,348,squat,frame_000000 frame_000347,video,train
train/squat/squat_22.mp4,8.14,1280x720,380,squat,frame_000000 frame_000379,video,train
train/squat/squat_23.mp4,8.77,1280x720,432,squat,frame_000000 frame_000431,video,train
train/squat/squat_24.mp4,3.94,1280x720,198,squat,frame_000000 frame_000197,video,train
train/squat/squat_25.mp4,7.54,1280x720,338,squat,frame_000000 frame_000337,video,train
train/squat/squat_26.mp4,7.65,1280x720,368,squat,frame_000000 frame_000367,video,train
train/squat/squat_28.mp4,8.71,1280x720,378,squat,frame_000000 frame_000377,video,train
train/squat/squat_31.webm,0.25,900x474,231,squat,frame_000000 frame_000230,video,train
train/squat/squat_32.webm,0.3,898x506,574,squat,frame_000000 frame_000573,video,train
train/squat/squat_33.webm,0.69,898x506,700,squat,frame_000000 frame_000699,video,train
train/squat/squat_35.webm,0.33,898x506,408,squat,frame_000000 frame_000407,video,train
train/squat/squat_38.mp4,3.13,854x480,1401,squat,frame_000801 frame_001400,video,train
train/squat/squat_39.mp4,1.99,854x480,1043,squat,frame_000007 frame_000278; frame_000294 frame_000565; frame_000581 frame_000852; frame_000862 frame_001042,video,train
train/squat/squat_40.mp4,1.98,480x854,446,squat,frame_000000 frame_000186; frame_000300 frame_000445,video,train
train/squat/squat_42.mp4,2.69,854x480,601,squat,frame_000000 frame_000149,video,train
train/squat/squat_9.mp4,2.14,1280x720,72,squat,frame_000000 frame_000071,video,train
train/t bar row/t bar row_10.mp4,3.63,1280x720,125,t bar row,frame_000000 frame_000124,video,train
